code_postal,nom_commune_complet,departement
27230,FOLLEVILLE,Eure
27600,FONTAINE-BELLENGER,Eure
27470,FONTAINE-L'ABBÃ©,Eure
27230,FONTAINE-LA-LOUVET,Eure
27550,FONTAINE-LA-SORET,Eure
27120,FONTAINE-SOUS-JOUY,Eure
27220,LA FORÃªT-DU-PARC,Eure
27210,FORT-MOVILLE,Eure
27220,FOUCRAINVILLE,Eure
27210,FOULBEC,Eure
27370,FOUQUEVILLE,Eure
27500,FOURMETOT,Eure
27160,FRANCHEVILLE,Eure
27800,FRANQUEVILLE,Eure
27290,FRENEUSE-SUR-RISLE,Eure
27190,LE FRESNE,Eure
27260,FRESNE-CAUVERVILLE,Eure
27700,FRESNE-L'ARCHEVÃªQUE,Eure
27220,FRESNEY,Eure
27120,GADENCOURT,Eure
27440,GAILLARDBOIS-CRESSENVILLE,Eure
27600,GAILLON,Eure
27150,GAMACHES-EN-VEXIN,Eure
27220,LA BARONNIE,Eure
27220,LA BARONNIE,Eure
27780,GARENNES-SUR-EURE,Eure
27620,GASNY,Eure
27930,GAUCIEL,Eure
27190,GAUDREVILLE-LA-RIVIÃ¨RE,Eure
27930,GAUVILLE-LA-CAMPAGNE,Eure
27140,GISORS,Eure
27620,GIVERNY,Eure
27560,GIVERVILLE,Eure
27190,GLISOLLES,Eure
27290,GLOS-SUR-RISLE,Eure
27390,LA GOULAFRIÃ¨RE,Eure
27170,GOUPIL-OTHON,Eure
27580,GOURNAY-LE-GUÃ©RIN,Eure
27380,VAL D'ORGER,Eure
27270,GRAND-CAMP,Eure
27240,GRANDVILLIERS,Eure
27240,GRANDVILLIERS,Eure
27110,GRAVERON-SÃ©MERVILLE,Eure
27930,GRAVIGNY,Eure
27170,GROSLEY-SUR-RISLE,Eure
27220,GROSSÅ“UVRE,Eure
27370,LE BOSC DU THEIL,Eure
27370,LE BOSC DU THEIL,Eure
27720,GUERNY,Eure
27930,GUICHAINVILLE,Eure
27700,GUISENIERS,Eure
27220,L'HABIT,Eure
27150,HACQUEVILLE,Eure
27800,HARCOURT,Eure
27120,HARDENCOURT-COCHEREL,Eure
27370,LA HARENGÃ¨RE,Eure
27700,HARQUENCY,Eure
27350,HAUVILLE,Eure
27350,LA HAYE-AUBRÃ©E,Eure
27800,LA HAYE-DE-CALLEVILLE,Eure
27350,LA HAYE-DE-ROUTOT,Eure
27370,LA HAYE-DU-THEIL,Eure
27400,LA HAYE-LE-COMTE,Eure
27400,LA HAYE-MALHERBE,Eure
27330,LA HAYE-SAINT-SYLVESTRE,Eure
27150,HÃ©BÃ©COURT,Eure
27800,HECMANVILLE,Eure
27120,HÃ©COURT,Eure
27110,HECTOMARE,Eure
27700,HENNEZIS,Eure
27430,HERQUEVILLE,Eure
27630,HEUBÃ©COURT-HARICOURT,Eure
27630,HEUBÃ©COURT-HARICOURT,Eure
27630,HEUBÃ©COURT-HARICOURT,Eure
27400,HEUDEBOUVILLE,Eure
27600,HEUDEBOUVILLE,Eure
27860,HEUDICOURT,Eure
27230,HEUDREVILLE-EN-LIEUVIN,Eure
27400,HEUDREVILLE-SUR-EURE,Eure
27950,LA HEUNIÃ¨RE,Eure
27700,HEUQUEVILLE,Eure
27910,LES HOGUES,Eure
27400,HONDOUVILLE,Eure
27310,HONGUEMARE-GUENOUVILLE,Eure
27570,L'HOSMES,Eure
27400,HOUETTEVILLE,Eure
27120,HOULBEC-COCHEREL,Eure
27370,HOULBEC-PRÃ¨S-LE-GROS-THEIL,Eure
27410,LA HOUSSAYE,Eure
27440,HOUVILLE-EN-VEXIN,Eure
27930,HUEST,Eure
27460,IGOVILLE,Eure
27290,ILLEVILLE-SUR-MONTFORT,Eure
27770,ILLIERS-L'Ã‰VÃªQUE,Eure
27400,INCARVILLE,Eure
27930,IRREVILLE,Eure
27110,IVILLE,Eure
27540,IVRY-LA-BATAILLE,Eure
27120,JOUY-SUR-EURE,Eure
27250,JUIGNETTES,Eure
27220,JUMELLES,Eure
27210,LA LANDE-SAINT-LÃ©GER,Eure
27210,LA LANDE-SAINT-LÃ©GER,Eure
27350,LE LANDIN,Eure
27470,LAUNAY,Eure
27690,LÃ©RY,Eure
27910,LETTEGUIVES,Eure
27560,LIEUREY,Eure
27220,LIGNEROLLES,Eure
27480,LILLY,Eure
27440,LISORS,Eure
27800,LIVET-SUR-AUTHOU,Eure
27150,LONGCHAMPS,Eure
27480,LORLEAU,Eure
27190,LOUVERSEY,Eure
27400,LOUVIERS,Eure
27650,LOUYE,Eure
27480,LYONS-LA-FORÃªT,Eure
27320,LA MADELEINE-DE-NONANCOURT,Eure
27150,MAINNEVILLE,Eure
27800,MALLEVILLE-SUR-LE-BEC,Eure
27300,MALOUY,Eure
27370,MANDEVILLE,Eure
27130,MANDRES,Eure
27210,MANNEVILLE-LA-RAOULT,Eure
27500,MANNEVILLE-SUR-RISLE,Eure
27460,LE MANOIR,Eure
27680,MARAIS-VERNIER,Eure
27110,MARBEUF,Eure
27320,MARCILLY-LA-CAMPAGNE,Eure
27810,MARCILLY-SUR-EURE,Eure
27150,MARTAGNY,Eure
27210,MARTAINVILLE,Eure
27340,MARTOT,Eure
27390,MÃ©LICOURT,Eure
27850,MÃ©NESQUEVILLE,Eure
27120,MÃ©NILLES,Eure
27300,MENNEVAL,Eure
27950,MERCEY,Eure
27640,MEREY,Eure
27930,LE MESNIL-FUGUET,Eure
27190,LE MESNIL-HARDRAY,Eure
27400,LE MESNIL-JOURDAIN,Eure
27390,MESNIL-ROUSSET,Eure
27150,MESNIL-SOUS-VIENNE,Eure
27650,MESNIL-SUR-L'ESTRÃ©E,Eure
27440,MESNIL-VERCLIVES,Eure
27510,MÃ©ZIÃ¨RES-EN-VEXIN,Eure
27930,MISEREY,Eure
27320,MOISVILLE,Eure
27400,TERRES DE BORD,Eure
27290,MONTFORT-SUR-RISLE,Eure
27390,MONTREUIL-L'ARGILLÃ©,Eure
27390,MONTREUIL-L'ARGILLÃ©,Eure
27260,MORAINVILLE-JOUVEAUX,Eure
27260,MORAINVILLE-JOUVEAUX,Eure
27240,BUIS-SUR-DAMVILLE,Eure
27240,BUIS-SUR-DAMVILLE,Eure
27240,BUIS-SUR-DAMVILLE,Eure
27150,MORGNY,Eure
27800,MORSAN,Eure
27220,MOUETTES,Eure
27420,MOUFLAINES,Eure
27220,MOUSSEAUX-NEUVILLE,Eure
27430,MUIDS,Eure
27650,MUZY,Eure
27190,NAGEL-SÃ©EZ-MESNIL,Eure
27550,NASSANDRES SUR RISLE,Eure
27830,NEAUFLES-SAINT-MARTIN,Eure
27250,NEAUFLES-AUVERGNY,Eure
27250,NEAUFLES-AUVERGNY,Eure
27250,NEAUFLES-AUVERGNY,Eure
27110,LE NEUBOURG,Eure
27730,NEUILLY,Eure
27150,LA NEUVE-GRANGE,Eure
27330,LA NEUVE-LYRE,Eure
27890,LA NEUVILLE-DU-BOSC,Eure
27800,NEUVILLE-SUR-AUTHOU,Eure
27560,NOARDS,Eure
27560,LA NOÃ«-POULAIN,Eure
27190,NOGENT-LE-SEC,Eure
27150,NOJEON-EN-VEXIN,Eure
27320,NONANCOURT,Eure
27930,NORMANVILLE,Eure
27940,NOTRE-DAME-DE-L'ISLE,Eure
27800,NOTRE-DAME-D'Ã‰PINE,Eure
27390,NOTRE-DAME-DU-HAMEL,Eure
27410,LE NOYER-EN-OUCHE,Eure
27720,NOYERS,Eure
27190,ORMES,Eure
27190,LE VAL-DORÃ©,Eure
27120,PACY-SUR-EURE,Eure
27180,PARVILLE,Eure
27170,PERRIERS-LA-CAMPAGNE,Eure
27910,PERRIERS-SUR-ANDELLE,Eure
27910,PERRUEL,Eure
27230,PIENCOURT,Eure
27400,PINTERVILLE,Eure
27130,PISEUX,Eure
27590,PÃ®TRES,Eure
27230,LES PLACES,Eure
27300,PLAINVILLE,Eure
27230,LE PLANQUAY,Eure
27300,PLASNES,Eure
27180,LE PLESSIS-GROHAN,Eure
27120,LE PLESSIS-HÃ©BERT,Eure
27170,LE PLESSIS-SAINTE-OPPORTUNE,Eure
27500,PONT-AUDEMER,Eure
27500,PONT-AUDEMER,Eure
27290,PONT-AUTHOU,Eure
27340,PONT-DE-L'ARCHE,Eure
27360,PONT-SAINT-PIERRE,Eure
27430,PORTE-DE-SEINE,Eure
27190,PORTES,Eure
27940,PORT-MORT,Eure
27740,POSES,Eure
27560,LA POTERIE-MATHIEU,Eure
27500,LES PRÃ©AUX,Eure
27510,PRESSAGNY-L'ORGUEILLEUX,Eure
27220,PREY,Eure
27150,PUCHAY,Eure
27130,PULLAY,Eure
27370,LA PYLE,Eure
27400,QUATREMARE,Eure
27680,QUILLEBEUF-SUR-SEINE,Eure
27110,QUITTEBEUF,Eure
27380,RADEPONT,Eure
27910,RENNEVILLE,Eure
27930,REUILLY,Eure
27420,RICHEVILLE,Eure
27240,ROMAN,Eure
27170,ROMILLY-LA-PUTHENAYE,Eure
27610,ROMILLY-SUR-ANDELLE,Eure
27700,LA ROQUETTE,Eure
27790,ROSAY-SUR-LIEURE,Eure
27350,ROUGEMONTIERS,Eure
27110,ROUGE-PERRIERS,Eure
27350,ROUTOT,Eure
27120,ROUVRAY,Eure
27250,RUGLES,Eure
27930,SACQUENVILLE,Eure
27390,SAINT-AGNAN-DE-CERNIÃ¨RES,Eure
27220,SAINT-ANDRÃ©-DE-L'EURE,Eure
27250,SAINT-ANTONIN-DE-SOMMAIRE,Eure
27120,SAINT-AQUILIN-DE-PACY,Eure
27110,SAINT-AUBIN-D'Ã‰CROSVILLE,Eure
27230,SAINT-AUBIN-DE-SCELLON,Eure
27270,SAINT-AUBIN-DU-THENNEY,Eure
27300,SAINT-AUBIN-LE-VERTUEUX,Eure
27600,SAINT-AUBIN-SUR-GAILLON,Eure
27680,SAINT-AUBIN-SUR-QUILLEBEUF,Eure
27450,SAINT-BENOÃ®T-DES-OMBRES,Eure
27820,SAINT-CHRISTOPHE-SUR-AVRE,Eure
27450,SAINT-CHRISTOPHE-SUR-CONDÃ©,Eure
27300,SAINT-CLAIR-D'ARCEY,Eure
27110,SAINTE-COLOMBE-LA-COMMANDERIE,Eure
27950,SAINTE-COLOMBE-PRÃ¨S-VERNON,Eure
27800,SAINT-CYR-DE-SALERNE,Eure
27100,LE VAUDREUIL,Eure
27370,SAINT-CYR-LA-CAMPAGNE,Eure
27390,SAINT-DENIS-D'AUGERONS,Eure
27520,SAINT-DENIS-DES-MONTS,Eure
27140,SAINT-DENIS-LE-FERMENT,Eure
27140,SAINT-DENIS-LE-FERMENT,Eure
27370,SAINT-DIDIER-DES-BOIS,Eure
27190,SAINT-Ã‰LIER,Eure
27800,SAINT-Ã‰LOI-DE-FOURQUES,Eure
27430,SAINT-Ã‰TIENNE-DU-VAUVRAY,Eure
27450,SAINT-Ã‰TIENNE-L'ALLIER,Eure
27920,SAINT-Ã‰TIENNE-SOUS-BAILLEUL,Eure
27620,SAINTE-GENEVIÃ¨VE-LÃ¨S-GASNY,Eure
27560,SAINT-GEORGES-DU-MESNIL,Eure
27450,SAINT-GEORGES-DU-VIÃ¨VRE,Eure
27710,SAINT-GEORGES-MOTEL,Eure
27220,SAINT-GERMAIN-DE-FRESNEY,Eure
27370,SAINT-GERMAIN-DE-PASQUIER,Eure
27930,SAINT-GERMAIN-DES-ANGLES,Eure
27230,SAINT-GERMAIN-LA-CAMPAGNE,Eure
27320,SAINT-GERMAIN-SUR-AVRE,Eure
27500,SAINT-GERMAIN-VILLAGE,Eure
27450,SAINT-GRÃ©GOIRE-DU-VIÃ¨VRE,Eure
27560,SAINT-JEAN-DE-LA-LÃ©QUERAYE,Eure
27270,SAINT-JEAN-DU-THENNEY,Eure
27600,SAINT-JULIEN-DE-LA-LIÃ¨GUE,Eure
27950,LA CHAPELLE-LONGUEVILLE,Eure
27220,SAINT-LAURENT-DES-BOIS,Eure
27390,SAINT-LAURENT-DU-TENCEMENT,Eure
27300,SAINT-LÃ©GER-DE-RÃ´TES,Eure
27520,SAINT-LÃ©GER-DU-GENNETEY,Eure
27930,SAINT-LUC,Eure
27210,SAINT-MACLOU,Eure
27950,SAINT-MARCEL,Eure
27500,SAINT-MARDS-DE-BLACARVILLE,Eure
27230,SAINT-MARDS-DE-FRESNE,Eure
27160,LE LESME,Eure
27160,LE LESME,Eure
27150,SAINTE-MARIE-DE-VATIMESNIL,Eure
27190,SAINTE-MARTHE,Eure
27300,SAINT-MARTIN-DU-TILLEUL,Eure
27930,SAINT-MARTIN-LA-CAMPAGNE,Eure
27450,SAINT-MARTIN-SAINT-FIRMIN,Eure
27370,SAINT-MESLIN-DU-BOSC,Eure
27110,SAINTE-OPPORTUNE-DU-BOSC,Eure
27680,SAINTE-OPPORTUNE-LA-MARE,Eure
27160,SAINTE-MARIE-D'ATTEZ,Eure
27160,SAINTE-MARIE-D'ATTEZ,Eure
27160,SAINTE-MARIE-D'ATTEZ,Eure
27370,SAINT-OUEN-DE-PONTCHEUIL,Eure
27310,SAINT-OUEN-DE-THOUBERVILLE,Eure
27680,SAINT-OUEN-DES-CHAMPS,Eure
27670,SAINT-OUEN-DU-TILLEUL,Eure
27800,SAINT-PAUL-DE-FOURQUES,Eure
27520,SAINT-PHILBERT-SUR-BOISSEY,Eure
27290,SAINT-PHILBERT-SUR-RISLE,Eure
27950,SAINT-PIERRE-D'AUTILS,Eure
27920,SAINT-PIERRE-DE-BAILLEUL,Eure
27390,SAINT-PIERRE-DE-CERNIÃ¨RES,Eure
27260,SAINT-PIERRE-DE-CORMEILLES,Eure
27800,SAINT-PIERRE-DE-SALERNE,Eure
27370,SAINT-PIERRE-DES-FLEURS,Eure
27450,SAINT-PIERRE-DES-IFS,Eure
27370,SAINT-PIERRE-DU-BOSGUÃ©RARD,Eure
27210,SAINT-PIERRE-DU-VAL,Eure
27430,SAINT-PIERRE-DU-VAUVRAY,Eure
27600,SAINT-PIERRE-LA-GARENNE,Eure
27270,SAINT-QUENTIN-DES-ISLES,Eure
27680,SAINT-SAMSON-DE-LA-ROQUE,Eure
27180,SAINT-SÃ©BASTIEN-DE-MORSENT,Eure
27560,SAINT-SIMÃ©ON,Eure
27210,SAINT-SULPICE-DE-GRIMBOUVILLE,Eure
27260,SAINT-SYLVESTRE-DE-CORMEILLES,Eure
27500,SAINT-SYMPHORIEN,Eure
27680,SAINT-THURIEN,Eure
27300,SAINT-VICTOR-DE-CHRÃ©TIENVILLE,Eure
27800,SAINT-VICTOR-D'Ã‰PINE,Eure
27130,SAINT-VICTOR-SUR-AVRE,Eure
27930,SAINT-VIGOR,Eure
27950,SAINT-VINCENT-DES-BOIS,Eure
27230,SAINT-VINCENT-DU-BOULAY,Eure
27150,SANCOURT,Eure
27930,SASSEY,Eure
27370,LA SAUSSAYE,Eure
27150,SAUSSAY-LA-CAMPAGNE,Eure
27190,SÃ©BÃ©COURT,Eure
27500,SELLES,Eure
27220,SEREZ,Eure
27470,SERQUIGNY,Eure
27400,SURTAUVILLE,Eure
27400,SURVILLE,Eure
27420,SUZAY,Eure
27520,THEILLEMENT,Eure
27230,LE THEIL-NOLENT,Eure
27230,THIBERVILLE,Eure
27800,THIBOUVILLE,Eure
27290,THIERVILLE,Eure
27150,LE THIL,Eure
27420,LES THILLIERS-EN-VEXIN,Eure
27700,LE THUIT,Eure
27370,LE THUIT DE L'OISON,Eure
27370,LE THUIT DE L'OISON,Eure
27370,LE THUIT DE L'OISON,Eure
27170,TILLEUL-DAME-AGNÃ¨S,Eure
27110,LE TILLEUL-LAMBERT,Eure
27170,LE TILLEUL-OTHON,Eure
27570,TILLIÃ¨RES-SUR-AVRE,Eure
27510,TILLY,Eure
27500,TOCQUEVILLE,Eure
27210,LE TORPT,Eure
27700,TOSNY,Eure
27340,TOSTES,Eure
27440,TOUFFREVILLE,Eure
27180,TOURNEDOS-BOIS-HUBERT,Eure
27100,TOURNEDOS-SUR-SEINE,Eure
27930,TOURNEVILLE,Eure
27370,TOURVILLE-LA-CAMPAGNE,Eure
27500,TOURVILLE-SUR-PONT-AUDEMER,Eure
27500,TOUTAINVILLE,Eure
27290,TOUVILLE,Eure
27110,LE TREMBLAY-OMONVILLE,Eure
27930,LA TRINITÃ©,Eure
27270,LA TRINITÃ©-DE-RÃ©VILLE,Eure
27310,LA TRINITÃ©-DE-THOUBERVILLE,Eure
27500,TRIQUEVILLE,Eure
27110,LE TRONCQ,Eure
27480,LE TRONQUAY,Eure
27680,TROUVILLE-LA-HAULE,Eure
27400,LA VACHERIE,Eure
27300,VALAILLES,Eure
27120,LE VAL-DAVID,Eure
27350,VALLETOT,Eure
27380,VANDRIMARE,Eure
27210,VANNECROCQ,Eure
27910,VASCÅ“UIL,Eure
27430,VATTEVILLE,Eure
27120,VAUX-SUR-EURE,Eure
27940,LES TROIS LACS,Eure
27110,VENON,Eure
27180,LES VENTES,Eure
27130,VERNEUIL D'AVRE ET D'ITON,Eure
27390,VERNEUSSES,Eure
27200,VERNON,Eure
27870,VESLY,Eure
27700,VÃ©ZILLON,Eure
27930,LE VIEIL-Ã‰VREUX,Eure
27330,LA VIEILLE-LYRE,Eure
27680,VIEUX-PORT,Eure
27120,VILLEGATS,Eure
27420,VILLERS-EN-VEXIN,Eure
27940,VILLERS-SUR-LE-ROULE,Eure
27110,VILLETTES,Eure
27240,SYLVAINS-LÃ¨S-MOULINS,Eure
27240,SYLVAINS-LÃ¨S-MOULINS,Eure
27240,SYLVAINS-LÃ¨S-MOULINS,Eure
27950,VILLEZ-SOUS-BAILLEUL,Eure
27110,VILLEZ-SUR-LE-NEUBOURG,Eure
27640,VILLIERS-EN-DÃ©SÅ“UVRE,Eure
27400,VIRONVAY,Eure
27110,VITOT,Eure
27520,VOISCREVILLE,Eure
27370,VRAIVILLE,Eure
27100,VAL-DE-REUIL,Eure
28410,ABONDANT,Eure-et-Loir
28310,ALLAINES-MERVILLIERS,Eure-et-Loir
28310,ALLAINES-MERVILLIERS,Eure-et-Loir
28500,ALLAINVILLE,Eure-et-Loir
28150,ALLONNES,Eure-et-Loir
28800,ALLUYES,Eure-et-Loir
28300,AMILLY,Eure-et-Loir
28260,ANET,Eure-et-Loir
28170,ARDELLES,Eure-et-Loir
28700,ARDELU,Eure-et-Loir
28480,ARGENVILLIERS,Eure-et-Loir
28290,COMMUNE NOUVELLE D'ARROU,Eure-et-Loir
28700,AUNAY-SOUS-AUNEAU,Eure-et-Loir
28500,AUNAY-SOUS-CRÃ©CY,Eure-et-Loir
28700,AUNEAU-BLEURY-SAINT-SYMPHORIEN,Eure-et-Loir
28700,AUNEAU-BLEURY-SAINT-SYMPHORIEN,Eure-et-Loir
28700,AUNEAU-BLEURY-SAINT-SYMPHORIEN,Eure-et-Loir
28330,LES AUTELS-VILLEVILLON,Eure-et-Loir
28220,AUTHEUIL,Eure-et-Loir
28330,AUTHON-DU-PERCHE,Eure-et-Loir
28140,BAIGNEAUX,Eure-et-Loir
28120,BAILLEAU-LE-PIN,Eure-et-Loir
28300,BAILLEAU-L'Ã‰VÃªQUE,Eure-et-Loir
28320,BAILLEAU-ARMENONVILLE,Eure-et-Loir
28320,BAILLEAU-ARMENONVILLE,Eure-et-Loir
28630,BARJOUVILLE,Eure-et-Loir
28310,BARMAINVILLE,Eure-et-Loir
28310,BAUDREVILLE,Eure-et-Loir
28330,LA BAZOCHE-GOUET,Eure-et-Loir
28140,BAZOCHES-EN-DUNOIS,Eure-et-Loir
28140,BAZOCHES-LES-HAUTES,Eure-et-Loir
28270,BEAUCHE,Eure-et-Loir
28480,BEAUMONT-LES-AUTELS,Eure-et-Loir
28150,BEAUVILLIERS,Eure-et-Loir
28240,BELHOMERT-GUÃ©HOUVILLE,Eure-et-Loir
28300,BERCHÃ¨RES-SAINT-GERMAIN,Eure-et-Loir
28300,BERCHÃ¨RES-SAINT-GERMAIN,Eure-et-Loir
28630,BERCHÃ¨RES-LES-PIERRES,Eure-et-Loir
28260,BERCHÃ¨RES-SUR-VESGRE,Eure-et-Loir
28270,BÃ©ROU-LA-MULOTIÃ¨RE,Eure-et-Loir
28330,BÃ©THONVILLIERS,Eure-et-Loir
28700,BÃ©VILLE-LE-COMTE,Eure-et-Loir
28190,BILLANCELLES,Eure-et-Loir
28120,BLANDAINVILLE,Eure-et-Loir
28220,BOISGASSON,Eure-et-Loir
28500,BOISSY-EN-DROUAIS,Eure-et-Loir
28340,BOISSY-LÃ¨S-PERCHE,Eure-et-Loir
28150,BOISVILLE-LA-SAINT-PÃ¨RE,Eure-et-Loir
28360,LA BOURDINIÃ¨RE-SAINT-LOUP,Eure-et-Loir
28360,LA BOURDINIÃ¨RE-SAINT-LOUP,Eure-et-Loir
28150,BONCÃ©,Eure-et-Loir
28260,BONCOURT,Eure-et-Loir
28800,BONNEVAL,Eure-et-Loir
28130,BOUGLAINVAL,Eure-et-Loir
28170,LE BOULLAY-LES-DEUX-Ã‰GLISES,Eure-et-Loir
28210,LE BOULLAY-MIVOYE,Eure-et-Loir
28210,LE BOULLAY-THIERRY,Eure-et-Loir
28410,BOUTIGNY-PROUAIS,Eure-et-Loir
28410,BOUTIGNY-PROUAIS,Eure-et-Loir
28800,BOUVILLE,Eure-et-Loir
28210,BRÃ©CHAMPS,Eure-et-Loir
28270,BREZOLLES,Eure-et-Loir
28300,BRICONVILLE,Eure-et-Loir
28160,BROU,Eure-et-Loir
28410,BROUÃ©,Eure-et-Loir
28400,BRUNELLES,Eure-et-Loir
28410,BÃ»,Eure-et-Loir
28800,BULLAINVILLE,Eure-et-Loir
28160,BULLOU,Eure-et-Loir
28120,CERNAY,Eure-et-Loir
28300,CHALLET,Eure-et-Loir
28300,CHAMPHOL,Eure-et-Loir
28240,CHAMPROND-EN-GÃ¢TINE,Eure-et-Loir
28400,CHAMPROND-EN-PERCHET,Eure-et-Loir
28700,CHAMPSERU,Eure-et-Loir
28700,LA CHAPELLE-D'AUNAINVILLE,Eure-et-Loir
28200,LA CHAPELLE-DU-NOYER,Eure-et-Loir
28500,LA CHAPELLE-FORAINVILLIERS,Eure-et-Loir
28340,LA CHAPELLE-FORTIN,Eure-et-Loir
28330,CHAPELLE-GUILLAUME,Eure-et-Loir
28290,CHAPELLE-ROYALE,Eure-et-Loir
28330,CHARBONNIÃ¨RES,Eure-et-Loir
28120,CHARONVILLE,Eure-et-Loir
28500,CHARPONT,Eure-et-Loir
28220,CHARRAY,Eure-et-Loir
28130,CHARTAINVILLIERS,Eure-et-Loir
28000,CHARTRES,Eure-et-Loir
28480,CHASSANT,Eure-et-Loir
28270,CHÃ¢TAINCOURT,Eure-et-Loir
28200,CHÃ¢TEAUDUN,Eure-et-Loir
28170,CHÃ¢TEAUNEUF-EN-THYMERAIS,Eure-et-Loir
28270,LES CHÃ¢TELETS,Eure-et-Loir
28120,LES CHÃ¢TELLIERS-NOTRE-DAME,Eure-et-Loir
28700,CHÃ¢TENAY,Eure-et-Loir
28290,CHÃ¢TILLON-EN-DUNOIS,Eure-et-Loir
28210,CHAUDON,Eure-et-Loir
28120,CHAUFFOURS,Eure-et-Loir
28260,LA CHAUSSÃ©E-D'IVRY,Eure-et-Loir
28500,CHERISY,Eure-et-Loir
28190,CHUISNES,Eure-et-Loir
28300,CINTRAY,Eure-et-Loir
28200,CIVRY,Eure-et-Loir
28300,CLÃ©VILLIERS,Eure-et-Loir
28220,CLOYES-LES-TROIS-RIVIÃ¨RES,Eure-et-Loir
28300,COLTAINVILLE,Eure-et-Loir
28480,COMBRES,Eure-et-Loir
28200,CONIE-MOLITARD,Eure-et-Loir
28630,CORANCEZ,Eure-et-Loir
28140,CORMAINVILLE,Eure-et-Loir
28240,LES CORVÃ©ES-LES-YYS,Eure-et-Loir
28630,LE COUDRAY,Eure-et-Loir
28330,COUDRAY-AU-PERCHE,Eure-et-Loir
28400,COUDRECEAU,Eure-et-Loir
28210,COULOMBS,Eure-et-Loir
28140,COURBEHAYE,Eure-et-Loir
28290,COURTALAIN,Eure-et-Loir
28190,COURVILLE-SUR-EURE,Eure-et-Loir
28500,CRÃ©CY-COUVÃ©,Eure-et-Loir
28210,CROISILLES,Eure-et-Loir
28480,LA CROIX-DU-PERCHE,Eure-et-Loir
28270,CRUCEY-VILLAGES,Eure-et-Loir
28270,CRUCEY-VILLAGES,Eure-et-Loir
28270,CRUCEY-VILLAGES,Eure-et-Loir
28140,DAMBRON,Eure-et-Loir
28360,DAMMARIE,Eure-et-Loir
28160,DAMPIERRE-SOUS-BROU,Eure-et-Loir
28350,DAMPIERRE-SUR-AVRE,Eure-et-Loir
28800,DANCY,Eure-et-Loir
28160,DANGEAU,Eure-et-Loir
28190,DANGERS,Eure-et-Loir
28700,DENONVILLE,Eure-et-Loir
28250,DIGNY,Eure-et-Loir
28200,DONNEMAIN-SAINT-MAMÃ¨S,Eure-et-Loir
28220,DOUY,Eure-et-Loir
28100,DREUX,Eure-et-Loir
28230,DROUE-SUR-DROUETTE,Eure-et-Loir
28500,Ã‰CLUZELLES,Eure-et-Loir
28320,Ã‰CROSNES,Eure-et-Loir
28120,Ã‰PEAUTROLLES,Eure-et-Loir
28230,Ã‰PERNON,Eure-et-Loir
28120,ERMENONVILLE-LA-GRANDE,Eure-et-Loir
28120,ERMENONVILLE-LA-PETITE,Eure-et-Loir
28270,ESCORPAIN,Eure-et-Loir
28330,LES Ã‰TILLEUX,Eure-et-Loir
28210,FAVEROLLES,Eure-et-Loir
28170,FAVIÃ¨RES,Eure-et-Loir
28190,LE FAVRIL,Eure-et-Loir
28340,LA FERTÃ©-VIDAME,Eure-et-Loir
28220,LA FERTÃ©-VILLENEUIL,Eure-et-Loir
28270,FESSANVILLIERS-MATTANVILLIERS,Eure-et-Loir
28800,FLACEY,Eure-et-Loir
28190,FONTAINE-LA-GUYON,Eure-et-Loir
28170,FONTAINE-LES-RIBOUTS,Eure-et-Loir
28240,FONTAINE-SIMON,Eure-et-Loir
28140,FONTENAY-SUR-CONIE,Eure-et-Loir
28630,FONTENAY-SUR-EURE,Eure-et-Loir
28250,LA FRAMBOISIÃ¨RE,Eure-et-Loir
28700,FRANCOURVILLE,Eure-et-Loir
28160,FRAZÃ©,Eure-et-Loir
28360,FRESNAY-LE-COMTE,Eure-et-Loir
28300,FRESNAY-LE-GILMERT,Eure-et-Loir
28310,FRESNAY-L'Ã‰VÃªQUE,Eure-et-Loir
28480,FRÃ©TIGNY,Eure-et-Loir
28240,FRIAIZE,Eure-et-Loir
28190,FRUNCÃ©,Eure-et-Loir
28320,GALLARDON,Eure-et-Loir
28320,GALLARDON,Eure-et-Loir
28700,GARANCIÃ¨RES-EN-BEAUCE,Eure-et-Loir
28500,GARANCIÃ¨RES-EN-DROUAIS,Eure-et-Loir
28500,GARNAY,Eure-et-Loir
28320,GAS,Eure-et-Loir
28300,GASVILLE-OISÃ¨ME,Eure-et-Loir
28400,LA GAUDAINE,Eure-et-Loir
28800,LE GAULT-SAINT-DENIS,Eure-et-Loir
28630,GELLAINVILLE,Eure-et-Loir
28500,GERMAINVILLE,Eure-et-Loir
28260,GILLES,Eure-et-Loir
28160,GOHORY,Eure-et-Loir
28310,GOMMERVILLE,Eure-et-Loir
28310,GOMMERVILLE,Eure-et-Loir
28700,GOMMERVILLE,Eure-et-Loir
28310,GOUILLONS,Eure-et-Loir
28410,GOUSSAINVILLE,Eure-et-Loir
28410,GOUSSAINVILLE,Eure-et-Loir
28260,GUAINVILLE,Eure-et-Loir
28700,LE GUÃ©-DE-LONGROI,Eure-et-Loir
28310,GUILLEVILLE,Eure-et-Loir
28140,GUILLONVILLE,Eure-et-Loir
28130,HANCHES,Eure-et-Loir
28480,HAPPONVILLIERS,Eure-et-Loir
28410,HAVELU,Eure-et-Loir
28700,HOUVILLE-LA-BRANCHE,Eure-et-Loir
28130,HOUX,Eure-et-Loir
